SEASON,GAME_ID,GAME_DATE,MATCHUP,TEAM_ID,TEAM_ABBREVIATION,MIN,PTS,FGA,FGM,FG3A,FG3M,FTA,FTM,TS,WL
2015-16,0021500116,2015-11-11,BOS vs. IND,1610612738,BOS,240,91,77,32,24,4,32,23,0.4995608256477822,L
2015-16,0021500117,2015-11-11,NOP @ ATL,1610612740,NOP,240,98,83,37,29,14,15,10,0.546875,L
2015-16,0021500121,2015-11-11,DEN vs. MIL,1610612743,DEN,240,103,79,39,24,8,24,17,0.5750334970969182,W
2015-16,0021500118,2015-11-11,LAC @ DAL,1610612746,LAC,240,108,86,37,27,12,33,22,0.5372065260644648,L
2015-16,0021500121,2015-11-11,MIL @ DEN,1610612749,MIL,240,102,79,42,22,10,9,8,0.6147540983606558,L
2015-16,0021500114,2015-11-11,ORL vs. LAL,1610612753,ORL,240,101,100,40,28,13,12,8,0.47967325227963525,W
2015-16,0021500116,2015-11-11,IND @ BOS,1610612754,IND,240,102,79,38,17,6,31,20,0.5505181347150259,W
2015-16,0021500115,2015-11-11,PHI vs. TOR,1610612755,PHI,240,103,87,40,29,12,17,11,0.5450889077053345,L
2015-16,0021500123,2015-11-11,POR vs. SAS,1610612757,POR,240,101,88,39,22,9,23,14,0.5146759070525886,L
2015-16,0021500123,2015-11-11,SAS @ POR,1610612759,SAS,240,113,82,46,15,7,18,14,0.6283362989323843,W
2015-16,0021500120,2015-11-11,MEM vs. GSW,1610612763,MEM,240,84,70,24,15,3,36,33,0.48928238583410993,L
2015-16,0021500122,2015-11-11,DET @ SAC,1610612765,DET,240,92,89,34,32,9,20,15,0.4703476482617587,L
2015-16,0021500113,2015-11-11,CHA vs. NYK,1610612766,CHA,240,95,84,35,23,8,28,17,0.4931478405315615,W
2015-16,0021500117,2015-11-11,ATL vs. NOP,1610612737,ATL,240,106,86,42,26,10,16,12,0.5696474634565778,W
2015-16,0021500118,2015-11-11,DAL vs. LAC,1610612742,DAL,240,118,76,42,24,11,30,23,0.6614349775784754,W
2015-16,0021500120,2015-11-11,GSW @ MEM,1610612744,GSW,240,100,75,36,27,11,23,17,0.5874060150375939,W
2015-16,0021500119,2015-11-11,HOU vs. BKN,1610612745,HOU,240,98,98,42,34,8,12,6,0.47443841982958945,L
2015-16,0021500114,2015-11-11,LAL @ ORL,1610612747,LAL,240,99,79,39,22,7,18,14,0.5694891854578923,L
2015-16,0021500119,2015-11-11,BKN @ HOU,1610612751,BKN,240,106,98,42,17,8,17,14,0.502464922260144,W
2015-16,0021500113,2015-11-11,NYK @ CHA,1610612752,NYK,240,93,86,42,21,4,7,5,0.5220026942074539,L
2015-16,0021500122,2015-11-11,SAC vs. DET,1610612758,SAC,240,101,74,37,16,9,24,18,0.5972090823084201,W
2015-16,0021500115,2015-11-11,TOR @ PHI,1610612761,TOR,240,119,89,43,18,5,31,28,0.5796960249415433,W
2015-16,0021500125,2015-11-12,GSW @ MIN,1610612744,GSW,240,129,89,48,38,18,16,15,0.6715951686797167,W
2015-16,0021500124,2015-11-12,MIA vs. UTA,1610612748,MIA,240,92,77,36,13,4,25,16,0.5227272727272727,W
2015-16,0021500126,2015-11-12,PHX vs. LAC,1610612756,PHX,240,118,83,44,30,14,21,16,0.6396357328707719,W
2015-16,0021500124,2015-11-12,UTA @ MIA,1610612762,UTA,240,91,89,34,17,4,25,19,0.455,L
2015-16,0021500126,2015-11-12,LAC @ PHX,1610612746,LAC,240,104,90,40,26,9,28,15,0.508209538702111,L
2015-16,0021500125,2015-11-12,MIN vs. GSW,1610612750,MIN,240,116,87,43,9,3,36,27,0.5639828860365617,L
2015-16,0021500129,2015-11-13,ATL @ BOS,1610612737,ATL,240,93,76,36,20,6,20,15,0.5483490566037736,L
2015-16,0021500129,2015-11-13,BOS vs. ATL,1610612738,BOS,240,106,103,42,33,11,12,11,0.48947173993350573,W
2015-16,0021500130,2015-11-13,CLE @ NYK,1610612739,CLE,240,90,78,33,28,6,31,18,0.49105194238323874,W
2015-16,0021500132,2015-11-13,CHI vs. CHA,1610612741,CHI,240,102,84,37,16,4,31,24,0.522326915198689,W
2015-16,0021500135,2015-11-13,LAL @ DAL,1610612747,LAL,240,82,88,29,27,9,18,15,0.42743953294412007,L
2015-16,0021500130,2015-11-13,NYK vs. CLE,1610612752,NYK,240,84,79,29,27,9,21,17,0.4759746146872167,L
2015-16,0021500128,2015-11-13,ORL vs. UTA,1610612753,ORL,240,102,76,32,27,10,31,28,0.5689424364123159,W
2015-16,0021500134,2015-11-13,PHI @ OKC,1610612755,PHI,240,85,86,30,17,5,28,20,0.43226200162733935,L
2015-16,0021500137,2015-11-13,SAC vs. BKN,1610612758,SAC,240,111,94,40,27,11,26,20,0.5263657056145675,W
2015-16,0021500128,2015-11-13,UTA @ ORL,1610612762,UTA,240,93,87,34,25,8,23,17,0.47878912685337727,L
2015-16,0021500133,2015-11-13,MEM vs. POR,1610612763,MEM,240,101,86,36,16,6,27,23,0.5159378831221905,W
2015-16,0021500131,2015-11-13,NOP @ TOR,1610612740,NOP,240,81,82,30,23,7,20,14,0.4460352422907489,L
2015-16,0021500135,2015-11-13,DAL vs. LAL,1610612742,DAL,240,90,82,30,27,7,29,23,0.4748839172646686,W
2015-16,0021500136,2015-11-13,DEN vs. HOU,1610612743,DEN,240,107,81,37,20,9,32,24,0.5626840555321835,W
2015-16,0021500136,2015-11-13,HOU @ DEN,1610612745,HOU,240,98,77,33,29,9,31,23,0.5406001765225066,L
2015-16,0021500127,2015-11-13,MIN @ IND,1610612750,MIN,240,103,83,42,20,7,13,12,0.580477908025248,L
2015-16,0021500137,2015-11-13,BKN @ SAC,1610612751,BKN,240,109,89,42,21,8,21,17,0.5547638436482085,L
2015-16,0021500127,2015-11-13,IND vs. MIN,1610612754,IND,240,107,86,41,25,10,23,15,0.556595921764461,W
2015-16,0021500134,2015-11-13,OKC vs. PHI,1610612760,OKC,240,102,97,39,25,8,21,16,0.4800451807228916,W
2015-16,0021500131,2015-11-13,TOR vs. NOP,1610612761,TOR,240,100,77,34,21,9,27,23,0.5625562556255626,W
2015-16,0021500132,2015-11-13,CHA @ CHI,1610612766,CHA,240,97,95,36,33,15,12,10,0.4836457917830076,L
2015-16,0021500133,2015-11-13,POR @ MEM,1610612757,POR,240,100,69,33,22,8,29,26,0.611545988258317,L
2015-16,0021500141,2015-11-14,CLE @ MIL,1610612739,CLE,290,105,91,37,38,14,27,17,0.510303265940902,L
2015-16,0021500140,2015-11-14,DAL @ HOU,1610612742,DAL,240,110,89,43,28,8,21,16,0.5598534201954398,W
2015-16,0021500144,2015-11-14,GSW vs. BKN,1610612744,GSW,265,107,97,43,34,12,10,9,0.5276134122287968,W
2015-16,0021500140,2015-11-14,HOU vs. DAL,1610612745,HOU,240,98,84,32,34,9,32,25,0.49959216965742254,L
2015-16,0021500138,2015-11-14,LAC vs. DET,1610612746,LAC,240,101,79,37,19,7,26,20,0.5583812472357365,W
2015-16,0021500141,2015-11-14,MIL vs. CLE,1610612749,MIL,290,108,102,43,16,6,22,16,0.4835243553008596,W
2015-16,0021500144,2015-11-14,BKN @ GSW,1610612751,BKN,265,99,98,41,18,2,16,15,0.47124904798172124,L
2015-16,0021500139,2015-11-14,ORL @ WAS,1610612753,ORL,240,99,87,38,18,4,24,19,0.507380073800738,L
2015-16,0021500142,2015-11-14,PHI @ SAS,1610612755,PHI,240,83,82,33,22,8,11,9,0.4778903730999539,L
2015-16,0021500143,2015-11-14,PHX vs. DEN,1610612756,PHX,240,105,84,37,24,11,26,20,0.5500838222967309,W
2015-16,0021500138,2015-11-14,DET @ LAC,1610612765,DET,240,96,74,33,27,7,35,23,0.5369127516778524,L
2015-16,0021500143,2015-11-14,DEN @ PHX,1610612743,DEN,240,81,98,34,35,6,8,7,0.39893617021276595,L
2015-16,0021500142,2015-11-14,SAS vs. PHI,1610612759,SAS,240,92,85,33,16,5,25,21,0.4791666666666667,W
2015-16,0021500139,2015-11-14,WAS vs. ORL,1610612764,WAS,240,108,83,39,29,12,26,18,0.5717916137229987,W
2015-16,0021500148,2015-11-15,ATL vs. UTA,1610612737,ATL,240,96,76,37,22,8,17,14,0.574988021082894,L
2015-16,0021500151,2015-11-15,LAL vs. DET,1610612747,LAL,240,97,75,31,19,6,39,29,0.5262586805555556,W
2015-16,0021500146,2015-11-15,MIN vs. MEM,1610612750,MIN,240,106,82,41,16,5,21,19,0.5808855765015345,L
2015-16,0021500145,2015-11-15,NYK vs. NOP,1610612752,NYK,240,95,88,38,18,4,19,15,0.4929431299294313,W
2015-16,0021500147,2015-11-15,POR @ CHA,1610612757,POR,240,94,89,35,21,5,21,19,0.47842019543973946,L
2015-16,0021500149,2015-11-15,OKC vs. BOS,1610612760,OKC,240,85,77,28,25,6,29,23,0.47348484848484845,L
2015-16,0021500151,2015-11-15,DET @ LAL,1610612765,DET,240,85,96,35,27,7,15,8,0.4142300194931774,L
2015-16,0021500147,2015-11-15,CHA vs. POR,1610612766,CHA,240,106,83,41,31,9,19,15,0.580122591943958,W
2015-16,0021500149,2015-11-15,BOS @ OKC,1610612738,BOS,240,100,82,39,23,9,20,13,0.5506607929515419,W
2015-16,0021500145,2015-11-15,NOP @ NYK,1610612740,NOP,240,87,71,32,21,6,19,17,0.5481350806451613,L
2015-16,0021500150,2015-11-15,SAC vs. TOR,1610612758,SAC,240,107,76,39,25,10,24,19,0.6180683918669131,W
2015-16,0021500150,2015-11-15,TOR @ SAC,1610612761,TOR,240,101,87,38,31,15,14,10,0.5420781451266639,L
2015-16,0021500148,2015-11-15,UTA @ ATL,1610612762,UTA,240,97,76,39,21,7,17,12,0.5809774796358409,W
2015-16,0021500146,2015-11-15,MEM @ MIN,1610612763,MEM,240,114,71,40,17,9,27,25,0.6877413127413128,W
2015-16,0021500154,2015-11-16,BOS @ HOU,1610612738,BOS,240,111,93,44,36,11,17,12,0.5523487261146497,W
2015-16,0021500153,2015-11-16,IND @ CHI,1610612754,IND,240,95,87,35,21,9,24,16,0.486879868798688,L
2015-16,0021500152,2015-11-16,PHI vs. DAL,1610612755,PHI,240,86,76,34,22,5,20,13,0.5070754716981132,L
2015-16,0021500157,2015-11-16,PHX vs. LAL,1610612756,PHX,240,120,93,45,30,11,25,19,0.5769230769230769,W
2015-16,0021500156,2015-11-16,SAS vs. POR,1610612759,SAS,240,93,89,38,23,7,13,10,0.4909206081081081,W
2015-16,0021500152,2015-11-16,DAL @ PHI,1610612742,DAL,240,92,76,30,24,7,30,25,0.5156950672645739,W
2015-16,0021500154,2015-11-16,HOU vs. BOS,1610612745,HOU,240,95,85,36,32,11,23,12,0.4993692178301093,L
2015-16,0021500157,2015-11-16,LAL @ PHX,1610612747,LAL,240,101,77,37,20,9,20,18,0.5885780885780886,L
2015-16,0021500156,2015-11-16,POR @ SAS,1610612757,POR,240,80,75,31,19,7,13,11,0.49554013875123887,L
2015-16,0021500155,2015-11-16,OKC @ MEM,1610612760,OKC,240,114,81,41,24,10,31,22,0.6022823330515639,L
2015-16,0021500155,2015-11-16,MEM vs. OKC,1610612763,MEM,240,122,84,37,17,12,39,36,0.6030051403716884,W
2015-16,0021500153,2015-11-16,CHI vs. IND,1610612741,CHI,240,96,86,35,15,6,32,20,0.47961630695443647,W
2015-16,0021500160,2015-11-17,CLE @ DET,1610612739,CLE,240,99,80,38,33,11,20,12,0.5574324324324325,L
2015-16,0021500163,2015-11-17,NOP vs. DEN,1610612740,NOP,240,98,83,41,23,7,11,9,0.5578324225865209,L
2015-16,0021500163,2015-11-17,DEN @ NOP,1610612743,DEN,240,115,85,45,30,15,13,10,0.6338183421516755,W
2015-16,0021500161,2015-11-17,MIA vs. MIN,1610612748,MIA,240,91,79,36,24,5,30,14,0.49349240780911063,L
2015-16,0021500162,2015-11-17,NYK vs. CHA,1610612752,NYK,240,102,89,36,20,10,21,20,0.5191368078175896,W
2015-16,0021500164,2015-11-17,TOR @ GSW,1610612761,TOR,240,110,79,37,18,6,39,30,0.5719633943427621,L
2015-16,0021500162,2015-11-17,CHA @ NYK,1610612766,CHA,240,94,82,36,20,5,25,17,0.5053763440860215,L
2015-16,0021500159,2015-11-17,ATL @ BKN,1610612737,ATL,240,88,76,33,29,12,14,10,0.5355404089581305,L
2015-16,0021500164,2015-11-17,GSW vs. TOR,1610612744,GSW,240,115,80,43,29,11,27,18,0.6258162821070963,W
2015-16,0021500158,2015-11-17,MIL @ WAS,1610612749,MIL,240,86,72,31,21,10,24,14,0.5208333333333334,L
2015-16,0021500159,2015-11-17,BKN vs. ATL,1610612751,BKN,240,90,84,37,20,9,13,7,0.5015604101649577,W
2015-16,0021500158,2015-11-17,WAS vs. MIL,1610612764,WAS,240,115,70,37,22,12,41,29,0.6531122217174012,W
2015-16,0021500160,2015-11-17,DET vs. CLE,1610612765,DET,240,104,84,36,21,7,31,25,0.5325686194182712,W
2015-16,0021500161,2015-11-17,MIN @ MIA,1610612750,MIN,240,103,97,36,21,4,35,27,0.4581850533807829,W
2015-16,0021500168,2015-11-18,BOS vs. DAL,1610612738,BOS,240,102,92,38,26,8,24,18,0.49726989079563183,L
2015-16,0021500165,2015-11-18,BKN @ CHA,1610612751,BKN,240,111,91,44,15,5,22,18,0.5512514898688915,L
2015-16,0021500166,2015-11-18,ORL vs. MIN,1610612753,ORL,265,104,110,41,21,9,21,13,0.43609527004360954,W
2015-16,0021500174,2015-11-18,PHX vs. CHI,1610612756,PHX,240,97,91,37,27,8,21,15,0.48383878691141263,L
2015-16,0021500170,2015-11-18,POR @ HOU,1610612757,POR,265,103,88,35,30,9,29,24,0.5111155220325526,L
2015-16,0021500171,2015-11-18,OKC vs. NOP,1610612760,OKC,240,110,85,38,17,7,40,27,0.5360623781676414,W
2015-16,0021500165,2015-11-18,CHA vs. BKN,1610612766,CHA,240,116,80,39,25,11,36,27,0.6051752921535893,W
2015-16,0021500169,2015-11-18,ATL vs. SAC,1610612737,ATL,240,103,89,38,30,9,24,18,0.51727601446364,W
2015-16,0021500171,2015-11-18,NOP @ OKC,1610612740,NOP,240,103,95,43,32,8,9,9,0.5204122877930477,L
2015-16,0021500174,2015-11-18,CHI @ PHX,1610612741,CHI,240,103,83,41,19,9,14,12,0.5776132794975325,W
2015-16,0021500168,2015-11-18,DAL @ BOS,1610612742,DAL,240,106,72,37,20,7,35,25,0.6064073226544622,W
2015-16,0021500172,2015-11-18,DEN @ SAS,1610612743,DEN,240,98,98,38,15,5,18,17,0.4626132930513595,L
2015-16,0021500166,2015-11-18,MIN @ ORL,1610612750,MIN,265,101,85,36,18,4,30,25,0.5142566191446029,L
2015-16,0021500167,2015-11-18,IND @ PHI,1610612754,IND,240,112,92,42,27,12,20,16,0.5555555555555556,W
2015-16,0021500167,2015-11-18,PHI vs. IND,1610612755,PHI,240,85,76,35,25,5,16,10,0.5118015414258188,L
2015-16,0021500169,2015-11-18,SAC @ ATL,1610612758,SAC,240,97,86,38,16,5,18,16,0.516396933560477,L
2015-16,0021500172,2015-11-18,SAS vs. DEN,1610612759,SAS,240,109,86,42,18,9,20,16,0.5748945147679325,W
2015-16,0021500173,2015-11-18,TOR @ UTA,1610612761,TOR,240,89,80,34,20,5,18,16,0.5061419472247498,L
2015-16,0021500170,2015-11-18,HOU vs. POR,1610612745,HOU,265,108,92,32,44,14,35,30,0.5027932960893855,W
2015-16,0021500173,2015-11-18,UTA vs. TOR,1610612762,UTA,240,93,72,35,22,7,22,16,0.5692948090107737,W
2015-16,0021500177,2015-11-19,GSW @ LAC,1610612744,GSW,240,124,73,38,30,17,36,31,0.6978838361098604,W
2015-16,0021500177,2015-11-19,LAC vs. GSW,1610612746,LAC,240,117,88,44,29,13,24,16,0.593547077922078,L
2015-16,0021500176,2015-11-19,CLE vs. MIL,1610612739,CLE,240,115,71,40,24,11,30,24,0.682897862232779,W
2015-16,0021500175,2015-11-19,MIA vs. SAC,1610612748,MIA,240,116,89,42,24,7,33,25,0.5602782071097373,W
2015-16,0021500175,2015-11-19,SAC @ MIA,1610612758,SAC,240,109,84,43,23,12,20,11,0.5872844827586207,L
2015-16,0021500176,2015-11-19,MIL @ CLE,1610612749,MIL,240,100,73,38,8,3,26,21,0.5921364282330649,L
2015-16,0021500179,2015-11-20,BOS vs. BKN,1610612738,BOS,240,120,87,51,29,10,10,8,0.6564551422319475,W
2015-16,0021500182,2015-11-20,NOP vs. SAS,1610612740,NOP,240,104,88,40,22,8,17,16,0.5446166736489317,W
2015-16,0021500187,2015-11-20,CHI @ GSW,1610612741,CHI,240,94,88,35,22,7,23,17,0.4790052996331023,L
2015-16,0021500184,2015-11-20,DAL vs. UTA,1610612742,DAL,240,102,83,39,28,8,17,16,0.5636604774535808,W
2015-16,0021500188,2015-11-20,LAL vs. TOR,1610612747,LAL,240,91,77,35,25,8,17,13,0.5385890151515151,L
2015-16,0021500179,2015-11-20,BKN @ BOS,1610612751,BKN,240,95,89,35,19,8,24,17,0.47709923664122134,L
2015-16,0021500186,2015-11-20,POR vs. LAC,1610612757,POR,240,102,90,38,25,8,24,18,0.5071599045346062,W
2015-16,0021500182,2015-11-20,SAS @ NOP,1610612759,SAS,240,90,84,34,17,9,16,13,0.4942882249560632,L
2015-16,0021500181,2015-11-20,DET @ MIN,1610612765,DET,240,96,87,40,28,6,13,10,0.5176876617773943,W
2015-16,0021500178,2015-11-20,CHA vs. PHI,1610612766,CHA,240,113,81,40,25,12,22,21,0.6230701367445963,W
2015-16,0021500185,2015-11-20,DEN vs. PHX,1610612743,DEN,240,107,90,41,24,5,26,20,0.5274053627760252,L
2015-16,0021500187,2015-11-20,GSW vs. CHI,1610612744,GSW,240,106,79,39,29,10,24,18,0.5917820455560517,W
2015-16,0021500180,2015-11-20,HOU @ MEM,1610612745,HOU,240,84,74,28,29,6,37,22,0.4652193176783341,L
2015-16,0021500186,2015-11-20,LAC @ POR,1610612746,LAC,240,91,86,38,24,7,16,8,0.4890369733447979,L
2015-16,0021500181,2015-11-20,MIN vs. DET,1610612750,MIN,240,86,77,33,13,3,25,17,0.48863636363636365,L
2015-16,0021500183,2015-11-20,NYK @ OKC,1610612752,NYK,240,93,72,33,20,12,23,15,0.5662445202143205,W
2015-16,0021500178,2015-11-20,PHI @ CHA,1610612755,PHI,240,88,79,32,26,8,22,16,0.49616599007668016,L
2015-16,0021500185,2015-11-20,PHX @ DEN,1610612756,PHX,240,114,79,40,27,15,25,19,0.6333333333333333,W
2015-16,0021500183,2015-11-20,OKC vs. NYK,1610612760,OKC,240,90,92,35,29,3,23,17,0.4406580493537015,L
2015-16,0021500188,2015-11-20,TOR @ LAL,1610612761,TOR,240,102,78,34,33,15,24,19,0.575880758807588,W
2015-16,0021500184,2015-11-20,UTA @ DAL,1610612762,UTA,240,93,80,35,20,6,21,17,0.5210667861945316,L
2015-16,0021500180,2015-11-20,MEM vs. HOU,1610612763,MEM,240,96,85,36,24,8,19,16,0.5141388174807198,W
2015-16,0021500191,2015-11-21,ATL @ CLE,1610612737,ATL,240,97,86,32,28,11,25,22,0.5,L
2015-16,0021500190,2015-11-21,MIL @ IND,1610612749,MIL,240,86,79,34,17,5,19,13,0.49221611721611724,L
2015-16,0021500189,2015-11-21,ORL vs. SAC,1610612753,ORL,240,91,92,38,31,9,8,6,0.47634003350083753,L
2015-16,0021500193,2015-11-21,PHI @ MIA,1610612755,PHI,240,91,82,31,31,10,24,19,0.49157303370786515,L
2015-16,0021500191,2015-11-21,CLE vs. ATL,1610612739,CLE,240,109,85,41,29,11,19,16,0.5837617823479005,W
2015-16,0021500194,2015-11-21,HOU vs. NYK,1610612745,HOU,240,102,81,35,28,12,28,20,0.5465066438062581,L
2015-16,0021500194,2015-11-21,NYK @ HOU,1610612752,NYK,240,107,80,34,25,12,34,27,0.5633951137320977,W
2015-16,0021500190,2015-11-21,IND vs. MIL,1610612754,IND,240,123,91,47,30,15,23,14,0.6081882911392404,W
2015-16,0021500189,2015-11-21,SAC @ ORL,1610612758,SAC,240,97,81,31,20,7,31,28,0.5124683009298394,W
2015-16,0021500195,2015-11-21,SAS vs. MEM,1610612759,SAS,240,92,72,34,21,7,22,17,0.563173359451518,W
2015-16,0021500195,2015-11-21,MEM @ SAS,1610612763,MEM,240,82,74,32,9,1,17,17,0.5031909671084929,L
2015-16,0021500192,2015-11-21,WAS @ DET,1610612764,WAS,240,97,78,38,19,7,20,14,0.5587557603686636,W
2015-16,0021500192,2015-11-21,DET vs. WAS,1610612765,DET,240,95,79,36,26,8,21,15,0.5383046237533998,L
2015-16,0021500193,2015-11-21,MIA vs. PHI,1610612748,MIA,240,96,69,30,18,5,45,31,0.5405405405405406,W
2015-16,0021500197,2015-11-22,BOS @ BKN,1610612738,BOS,240,101,82,35,37,14,21,17,0.5534853134590092,L
2015-16,0021500198,2015-11-22,NOP vs. PHX,1610612740,NOP,240,122,85,39,30,11,40,33,0.594541910331384,W
2015-16,0021500200,2015-11-22,GSW @ DEN,1610612744,GSW,240,118,89,47,29,15,13,9,0.6228885135135135,W
2015-16,0021500196,2015-11-22,LAC vs. TOR,1610612746,LAC,240,80,74,29,32,7,20,15,0.48309178743961356,L
2015-16,0021500197,2015-11-22,BKN vs. BOS,1610612751,BKN,240,111,79,40,15,5,33,26,0.5934559452523525,W
2015-16,0021500196,2015-11-22,TOR @ LAC,1610612761,TOR,240,91,78,29,17,4,31,29,0.49650807507638584,W
2015-16,0021500199,2015-11-22,DAL @ OKC,1610612742,DAL,240,114,83,44,19,10,28,16,0.5979857322702476,L
2015-16,0021500200,2015-11-22,DEN vs. GSW,1610612743,DEN,240,105,86,37,15,4,35,27,0.5177514792899408,L
2015-16,0021500201,2015-11-22,LAL vs. POR,1610612747,LAL,240,93,88,32,18,6,27,23,0.4655586704044854,L
2015-16,0021500198,2015-11-22,PHX @ NOP,1610612756,PHX,240,116,90,35,36,17,33,29,0.5549177190968236,L
2015-16,0021500201,2015-11-22,POR @ LAL,1610612757,POR,240,107,87,43,25,8,17,13,0.5662574089754445,W
2015-16,0021500199,2015-11-22,OKC vs. DAL,1610612760,OKC,240,117,90,47,22,9,18,14,0.5974264705882353,W
2015-16,0021500206,2015-11-23,MIN vs. PHI,1610612750,MIN,240,100,78,36,12,3,27,25,0.5562972852692479,W
2015-16,0021500203,2015-11-23,ORL @ CLE,1610612753,ORL,240,103,81,40,22,10,21,13,0.5707003546099291,L
2015-16,0021500207,2015-11-23,PHX @ SAS,1610612756,PHX,240,84,73,34,19,7,10,9,0.5426356589147286,L
2015-16,0021500202,2015-11-23,SAC @ CHA,1610612758,SAC,265,122,104,52,31,8,16,10,0.5493515850144092,L
2015-16,0021500205,2015-11-23,DET @ MIL,1610612765,DET,240,88,91,31,28,6,24,20,0.4332414336352895,L
2015-16,0021500202,2015-11-23,CHA vs. SAC,1610612766,CHA,265,127,98,49,29,9,26,20,0.5802266081871346,W
2015-16,0021500203,2015-11-23,CLE vs. ORL,1610612739,CLE,240,117,81,43,35,18,22,13,0.645125716806352,W
2015-16,0021500204,2015-11-23,MIA vs. NYK,1610612748,MIA,240,95,81,31,19,5,36,28,0.49049979347377115,W
2015-16,0021500205,2015-11-23,MIL vs. DET,1610612749,MIL,240,109,83,43,13,9,17,14,0.602343059239611,W
2015-16,0021500204,2015-11-23,NYK @ MIA,1610612752,NYK,240,78,87,28,24,4,21,18,0.40523690773067333,L
2015-16,0021500206,2015-11-23,PHI @ MIN,1610612755,PHI,240,95,78,32,31,10,27,21,0.5284824210057855,L
2015-16,0021500207,2015-11-23,SAS vs. PHX,1610612759,SAS,240,98,82,42,20,9,10,5,0.5671296296296295,W
2015-16,0021500208,2015-11-23,OKC @ UTA,1610612760,OKC,240,111,77,42,27,11,18,16,0.6535562882713142,W
2015-16,0021500208,2015-11-23,UTA vs. OKC,1610612762,UTA,240,89,73,28,19,5,40,28,0.4911699779249448,L
2015-16,0021500210,2015-11-24,ATL vs. BOS,1610612737,ATL,240,121,80,45,24,12,22,19,0.6746208742194468,W
2015-16,0021500213,2015-11-24,CHI @ POR,1610612741,CHI,240,93,86,33,18,7,23,20,0.4837702871410736,W
2015-16,0021500212,2015-11-24,DEN vs. LAC,1610612743,DEN,240,94,78,31,25,8,29,24,0.5178492728074041,L
2015-16,0021500212,2015-11-24,LAC @ DEN,1610612746,LAC,240,111,79,37,20,8,47,29,0.5567817014446228,W
2015-16,0021500214,2015-11-24,LAL @ GSW,1610612747,LAL,240,77,83,31,21,3,16,12,0.4275877387827632,L
2015-16,0021500211,2015-11-24,MEM vs. DAL,1610612763,MEM,240,110,86,37,21,7,37,29,0.5377395385217051,W
2015-16,0021500209,2015-11-24,WAS vs. IND,1610612764,WAS,240,106,83,38,33,13,24,17,0.5664814023086789,L
2015-16,0021500210,2015-11-24,BOS @ ATL,1610612738,BOS,240,97,82,34,21,9,26,20,0.5190496575342466,L
2015-16,0021500211,2015-11-24,DAL @ MEM,1610612742,DAL,240,96,77,30,34,11,28,25,0.5373936408419168,L
2015-16,0021500214,2015-11-24,GSW vs. LAL,1610612744,GSW,240,111,92,45,35,12,15,9,0.5628803245436106,W
2015-16,0021500209,2015-11-24,IND @ WAS,1610612754,IND,240,123,80,44,26,19,23,16,0.6824234354194407,W
2015-16,0021500213,2015-11-24,POR vs. CHI,1610612757,POR,240,88,88,31,22,6,27,20,0.4405286343612335,L
2015-16,0021500226,2015-11-25,LAC vs. UTA,1610612746,LAC,240,91,75,38,12,4,17,11,0.5516488845780795,L
2015-16,0021500218,2015-11-25,MIA @ DET,1610612748,MIA,240,81,79,32,20,6,16,11,0.4707112970711297,L
2015-16,0021500222,2015-11-25,MIN vs. ATL,1610612750,MIN,240,99,82,34,21,9,29,22,0.5223723089911355,W
2015-16,0021500216,2015-11-25,NYK @ ORL,1610612752,NYK,240,91,83,31,27,9,25,20,0.48404255319148937,L
2015-16,0021500225,2015-11-25,PHX vs. NOP,1610612756,PHX,240,114,96,44,26,10,20,16,0.5438931297709924,L
2015-16,0021500221,2015-11-25,SAC @ MIL,1610612758,SAC,240,129,77,44,23,10,37,31,0.6914665523156089,W
2015-16,0021500223,2015-11-25,OKC vs. BKN,1610612760,OKC,240,110,78,41,24,10,21,18,0.6304447501146263,W
2015-16,0021500219,2015-11-25,TOR vs. CLE,1610612761,TOR,240,103,79,40,25,11,22,12,0.5807397383852052,W
2015-16,0021500226,2015-11-25,UTA @ LAC,1610612762,UTA,240,102,77,39,13,6,25,18,0.5795454545454546,W
2015-16,0021500215,2015-11-25,CHA vs. WAS,1610612766,CHA,240,101,83,39,26,8,15,15,0.5636160714285715,W
2015-16,0021500222,2015-11-25,ATL @ MIN,1610612737,ATL,240,95,82,31,31,8,35,25,0.48767967145790553,L
2015-16,0021500217,2015-11-25,BOS vs. PHI,1610612738,BOS,240,84,91,31,29,9,18,13,0.4245855236554792,W
2015-16,0021500219,2015-11-25,CLE @ TOR,1610612739,CLE,240,99,82,36,29,14,16,13,0.5559299191374663,L
2015-16,0021500225,2015-11-25,NOP @ PHX,1610612740,NOP,240,120,81,42,22,10,34,26,0.6252605252188411,W
